BCI-AV#|English|Derivation - explanation|POS
22566|nutcracker|(kitchen tool + nut)|YELLOW
22567|reaching_aid,grabber|(aid + to bring + thing indicator)|YELLOW
22568|measuring_spoon|(spoon + to measure)|YELLOW
22569|teaspoon|(spoon + small)|YELLOW
22570|tablespoon|(spoon + big)|YELLOW
22571|serving_spoon|(spoon + to give)|YELLOW
22572|mixing_spoon|(spoon + to mix)|YELLOW
22573|ladle|(spoon + container: spoon with deep bowl for serving liquids)|YELLOW
22574|funnel|(pictograph) - Character|YELLOW
22575|oven_tray|(tray + oven)|YELLOW
22576|baking_tin,baking_pan,ovenware|(container + oven)|YELLOW
22577|stovetop|(stove + pointer, to the top) - Character (superimposed - pointer)|YELLOW
22578|cup|(pictograph) - Character|YELLOW
22579|saucepan|(pictograph) - Character|YELLOW
22580|electric_pan|(pan + electricity)|YELLOW
22581|frying_pan|(pan + oil)|YELLOW
22582|woking|(wok,wok_pan + oil)|YELLOW
22583|lid|(pictograph) - Character|YELLOW
22584|pot,kettle,boiler|(pictograph) - Character|YELLOW
22585|deep_fryer|(pot + oil + electricity)|YELLOW
22586|steamer|(pot + steam)|YELLOW
22587|electric_kettle|(pitcher,jug,kettle,pot + electricity)|YELLOW
22588|storage_jar,preserving_jar|(can + future)|YELLOW
22589|glass_jar|(can + glass)|YELLOW
22590|tin,can|(can + metal [contraction])|YELLOW
22591|cookie_jar,biscuit_tin|(can + cookie/biscuit)|YELLOW
22592|rolling_pin|(pictograph) - Character|YELLOW
22593|hot_tray,chafing_dish|(tray + hot)|YELLOW
22594|table_mat,placemat|(protection + table)|YELLOW
22595|pot_stand,trivet|(protection + table + hot)|YELLOW
22596|potholder,oven_mitt|(protection + hand + hot)|YELLOW
22597|dish_gloves,rubber_gloves|(protection + hand + water)|YELLOW
22598|equator|(earth + pointer, to the equator) - Character (superimposed - pointer)|YELLOW
22599|South_Pole|(earth + pointer, to the south pole) - Character (superimposed - pointer)|YELLOW
22600|North_Pole|(earth + pointer, to the north pole) - Character (superimposed - pointer)|YELLOW
22601|continent|(part of + earth)|YELLOW
22602|Africa|(part of + equator: should be understood as a combination of continent and equator) |YELLOW
22603|Antarctic|(part of + South Pole: should be understood as a combination of continent and South Pole) |YELLOW
22604|Asia|(continent + east)|YELLOW
22605|Australia|(continent + south + east)|YELLOW
22606|Europe|(continent + north)|YELLOW
22607|North_America|(continent + north + west)|YELLOW
22608|South_America|(continent + south + west)|YELLOW
22609|Belgium|(country + strong + intensity: acc. to Caesar, Belgians were the bravest of all people in the Roman empire)|YELLOW
22610|England|(country + rose)|YELLOW
22611|rose|(flower + love)|YELLOW
22612|Norway|(country + fjord)|YELLOW
22613|fjord|(water_(ground_level) + mountain: a long and narrow inlet of the sea in between steep mountains) - Character (superimposed)|YELLOW
22614|Scotland|(country + cloth: cloth representing tartan)|YELLOW
22615|South_Africa|(country + springbok)|YELLOW
22616|springbok|(animal_(bovine,ovine),bovid,bovine + to jump) |YELLOW
22617|Sweden|(country + three + crown: three crowns have been the symbol for Sweden since The Middle-Ages)|YELLOW
22618|crown|(pictograph) - Character|YELLOW
22619|The_Nordic_countries|(5 + country + north)|YELLOW
22620|earthquake|(earth + to shake + intensity)|YELLOW
22621|continental_drift|(continent + back and forth)|YELLOW
22622|waterfall|(water + to fall)|YELLOW
22623|rapid(s)|(river + intensity + stone: part of a river moving fast over rocks in the river bed)|YELLOW
22624|tidal_wave|(wave + enormous)|YELLOW
22625|inlet|(earth + water_(ground_level) + earth: an arm of water reaching into land) - Character (superimposed)|YELLOW
22626|tide|(sea + back and forth: daily variations in surface levels of oceans)|YELLOW
22627|low_tide,ebb|(tide + low)|YELLOW
22628|high_tide|(tide + high)|YELLOW
22629|low_water|(sea + low)|YELLOW
22630|high_water|(sea + high)|YELLOW
22631|spring_(water)|(water (ground level) + up)|YELLOW
22632|hot_spring|(spring_(water) + hot)|YELLOW
22633|constellation_of_stars|(group of + star)|YELLOW
22634|light_year|(distance [contraction] + light + year)|YELLOW
22635|telescope|(tool + to see + star)|YELLOW
22636|astrology|(knowledge + star + person: knowledge of stars as they relate to human beings)|YELLOW
22637|weather_forecast|(predict + weather)|YELLOW
22638|Aries_(in_zodiac)|(constellation_of_stars + ram)|YELLOW
22639|Taurus_(in_zodiac)|(constellation_of_stars + bull)|YELLOW
22640|Cancer_(in_zodiac)|(constellation_of_stars + crab,shellfish_(with_claws))|YELLOW
22641|Leo_(in_zodiac)|(constellation_of_stars + lion)|YELLOW
22642|Virgo_(in_zodiac)|(constellation_of_stars + woman,female)|YELLOW
22643|Libra_(in_zodiac)|(constellation_of_stars + weight_(a))|YELLOW
22644|Scorpio_(in_zodiac)|(constellation_of_stars + scorpion)|YELLOW
22645|Sagittarius_(in_zodiac)|(constellation_of_stars + man + bow_and_arrow)|YELLOW
22646|Capricorn_(in_zodiac)|(constellation_of_stars + animal_(bovine,ovine),bovid,bovine + stone,rock) |YELLOW
22647|Aquarius_(in_zodiac)|(constellation_of_stars + man + water)|YELLOW
22648|Pisces_(in_zodiac)|(constellation_of_stars + fish_(animal))|YELLOW
22649|Nordic_God,Nordic_Goddess|(God + north)|BLUE
22650|Woden|(Nordic God + eye: Woden gave away one eye in exchange for wisdom)|BLUE
22651|Frigg|(wife + Woden)|BLUE
22652|Thor|(Nordic God + hammer: the God of thunder; his hammer made the lightning)|BLUE
22653|Sif|(wife + Thor)|BLUE
22654|Mjolnir|(hammer + Nordic God: Thor's hammer)|BLUE
22655|Gemini_(in_zodiac)|(constellation_of_stars + twins)|YELLOW
22817|Balder|(Nordic God + light: the God of light and goodness)|BLUE
22818|Frey|(Nordic God + plant: the God of growing power)|BLUE
22819|Freya|(Nordic_God,Nordic_Goddess + love: the Goddess of love) |BLUE
22820|Tyr|(Nordic God + war: the God of war)|BLUE
22821|Aegir|(Nordic God + sea: the God of the sea)|BLUE
22822|Loki_(OLD)|(Nordic God + lie_(OLD): the God of falseness) SUPERSEDED SYNONYM See Loki 26016|BLUE
22823|Hugin_and_Munin|(2 + bird + Nordic God: two ravens belonging to Woden)|YELLOW
22824|Sleipnir|(horse + Nordic God: Woden's horse)|YELLOW
22825|Saehrimnir|(pig + Nordic God: a boar which was slaughtered every evening and healthy again every morning)|YELLOW
22826|Midgard's_serpent|(snake + past time + north: a big snake curled around the world to keep it together)|YELLOW
22827|Valhalla|(house + Nordic God: home of the Gods)|YELLOW
22828|Viking|(man + horns + sword)|BLUE
22829|Viking_ship|(boat + viking [contraction])|YELLOW
22830|runes|(alphabet + past + north)|YELLOW
22831|offer,sacrifice-(to)|(to give + Nordic God + action indicator: to make a sacrifice the Gods)|RED
22832|sacrifice|(gift + Nordic God)|YELLOW
22833|blot|(gathering + to sacrifice: ancient Scandinavian gathering to sacrifice to the Nordic Gods)|YELLOW
22834|planet|(pictograph: symbol suggests the planet rotating on its horizontal axis) - Character|YELLOW
22835|lawn_bowling,bowls_(sport)|(bowling_(sport) + lawn)|YELLOW
22836|solar_system|(all + planet)|YELLOW
22837|pod,seedcase,seedpod|(pictograph) - Character|YELLOW
22839|saddle|(seat + horse)|YELLOW
22840|court,field,sport_field|(place + sport) Preferred NEW SYNONYM, replacing 13428|YELLOW
22841|burial_site|(place + under_(ground_level))|YELLOW
22901|astrologer,astrologist|(person + astrology)|BLUE
22903|beauty|(eye + happiness,fun,joy,pleasure: pleasing to the eye)|YELLOW
22904|call,telephone,ring-(to)|(telephone + action indicator)|RED
22905|chocolate|(food + bean + up (sweet [contraction])) Preferred NEW SYNONYM, replacing 13171|YELLOW
22906|chocolate_spread|(spread + chocolate [contraction]) Preferred NEW SYNONYM, replacing 13174|YELLOW
22907|cook,chef|(person + cooking,cookery,preparation_(general))|BLUE
22908|cooking,cookery,preparation_(hot_food)|(fire + food: to use fire (heat) to prepare food)|YELLOW
22909|cooking,cookery,preparation_(general)|(to make + food)|YELLOW
22910|dirt,soil|(many + spot: many spots of dirt)|YELLOW
22911|doubt,uncertainty|(to think + what,question_mark) - Character (superimposed)|YELLOW
22912|fear,fright,concern|(sadness + future_(uncertain): concern about the future because of its uncertainties)|YELLOW
22913|leadership,guidance|(mind + forward [modification, short arrow]: the use of mental powers to carry events or persons forward) - Character (superimposed - modified)|YELLOW
22914|must_(a),force|(mind + strong [modification]: the use of the power of the mind, and/or physical strength, to make something happen) - Character (superimposed)|YELLOW
22915|religious_(God_based)|(religion_(God_based) + description indicator) SYNONYM|GREEN
22916|self-harming|(self-harm + description indicator)|GREEN
22917|smartness,brightness,cleverness,intelligence|(mind + intensity: striking mental abilities)|YELLOW
22918|uncertain,unsure|(doubt,uncertainty + description indicator)|GREEN
23001|accusation|(to speak + opposition)|YELLOW
23002|accusation_(legal),charge,prosecution|(accusation + judgement,law_(in_combinations))|YELLOW
23003|accuse-(to)|(accusation + action indicator)|RED
23004|accuse_(legal),charge,prosecute-(to)|(accusation + judgement,law_(in_combinations) + action indicator)|RED
23005|act,demonstrate_(in_favour_of)-(to)|(action,demonstration_(in_favour_of) + action indicator)|RED
23006|act_in_favour_of_(legal)-(to)|(action,demonstration_(in_favour_of) + judgement,law_(in_combinations) + action indicator)|RED
23007|action,demonstration_(in_favour_of)|(activity + purpose)|YELLOW
23008|activity_centre|(building + activity)|YELLOW
23009|activity_centre_(children)|(activity centre + child)|YELLOW
23010|activity_centre_(leisure_time),after_school_club,youth_club|(activity centre + freedom)|YELLOW
23011|activity_centre_(teenagers)|(activity centre + teenager)|YELLOW
23012|advocate|(person + action in favour of)|BLUE
23013|advocate-(to)|(advocacy + action indicator: to speak for a purpose)|RED
23014|advocate_(legal)|(legal person + action in favour of)|BLUE
23015|advocate_(legal)-(to)|(advocate-(to) + judgement,law_(in_combinations) + action indicator)|RED
23016|advocate_(legal,speaking)|(legal person + advocate-(to))|BLUE
23017|advocate_(speaking),spokesperson|(person + advocate-(to))|BLUE
23018|altimeter|(gauge + high + thing indicator)|YELLOW
23019|anemometer|(gauge + wind + thing indicator)|YELLOW
23020|angle_(measurement)|(measurement + angle)|YELLOW
23021|any_day,someday|(a + day)|YELLOW
23022|apartment_block|(many + many + floor,storey,level,etage)|YELLOW
23023|archipelago|(group of + island)|YELLOW
23024|area_(measurement)|(measurement + enclosure)|YELLOW
23025|arrest-(to)|(capture,catch,seize-(to) + judgement,law_(in_combinations) + action indicator)|RED
23026|attic|(building_with_attic + pointer, to the attic) - Character (superimposed - pointer)|YELLOW
23027|bakery|(store + bread)|YELLOW
23028|barometer,manometer|(gauge + pressure + air + thing indicator)|YELLOW
23029|basement,cellar|(building_with_cellar + pointer, to cellar) - Character (superimposed - pointer)|YELLOW
23030|biology_(class)|(class [contraction] + biology [contraction])|YELLOW
23031|Bliss,Bliss_language,Blissymbolics|(language + Blissymbol)|YELLOW
23032|Bliss_(class)|(class [contraction] + Bliss language)|YELLOW
23033|board-(to)|(board_and_lodging,room_and_board + action indicator)|RED
23034|bookshop|(store + book)|YELLOW
23035|bronze|(metal [contraction] + tin [contraction] + copper [contraction])|YELLOW
23036|bronze_age|(past + bronze [contraction])|YELLOW
23037|butcher_shop|(store + meat)|YELLOW
23038|care_centre|(house + protection)|YELLOW
23039|cheap,inexpensive|(price + small + description indicator) Preferred NEW SYNONYM, replacing 13155|GREEN
23040|chemistry_(class)|(class [contraction] + chemistry [contraction])|YELLOW
23041|clerk,legal_aid|(helper + judgement,law_(in_combinations))|BLUE
23042|clothing_shop|(store + clothing)|YELLOW
23043|cockerel,rooster|(chicken_(bird) + male)|YELLOW
23044|cod,codfish|(fish + pictograph of beard) - Character (superimposed)|YELLOW
23045|control_tower|(tower + airplane)|YELLOW
23046|copper|(metal [contraction] + pot + past time)|YELLOW
23047|corridor,hall|(room + long)|YELLOW
23048|cotton|(material + flower,bloom,blossom + cloth: textile fibre made from the boll of the cotton plant)|YELLOW
23049|cotton_fabric|(cloth + flower,bloom,blossom: fabric woven from cotton fibre [contraction] )|YELLOW
23050|count|(measurement + number)|YELLOW
23051|court,courthouse|(building + judgement,law_(in_combinations))|YELLOW
23052|court,courtroom|(public room + judgement,law_(in_combinations))|YELLOW
23053|crayfish|(crab,shellfish_(with claws) + small)|YELLOW
23054|day_and_night|(24 + hour)|YELLOW
23055|day_centre|(activity centre + day)|YELLOW
23056|care,protection,defence|(activity + protection)|YELLOW
23057|defence_(legal)|(to speak + to defend + judgement,law_(in_combinations)) |YELLOW
23058|defence_(spoken)|(to speak + to protect)|YELLOW
23059|care,protect,defend-(to)|(defence + action indicator)|RED
23060|defend_(legal)-(to)|(defence_(legal) + action indicator)|RED
23061|defend_(speak)-(to)|(defence_(spoken) + action indicator)|RED
23062|defend_(speak,legal)-(to)|(defence_(spoken) + judgement,law_(in_combinations) + action indicator)|RED
23063|caregiver,protector,defender|(person + care,protection,defence)|BLUE
23064|deflation|(value + money + plus: money will be worth more)|YELLOW
23065|act,demonstrate_(against)-(to)|(action,demonstration_(against) + action indicator)|RED
23066|action,demonstration_(against)|(action + opposition,counter_purpose)|YELLOW
23067|department_store|(store + many + part)|YELLOW
23068|discount|(price + minus)|YELLOW
23069|discount_sale|(event + discount)|YELLOW
23070|discount_store|(store + discount [contraction])|YELLOW
23071|distance_(OLD)|(measurement + farness,remoteness,farawayness_(OLD)) SUPERSEDED SYNONYM See distance 25996|YELLOW
23072|drugstore,pharmacy|(store + medical)|YELLOW
23073|eaves|(protection_with_pointer + thing indicator: roof with a pointer to the eaves) - (character with thing indicator)|YELLOW
23074|economics_(class)|(class [contraction] + business)|YELLOW
23075|electricity_meter|(gauge + electricity + thing indicator)|YELLOW
23076|elementary_school,primary_school|(school [contraction] + child) Use appropriate specifier for other stages of schools|YELLOW
23077|English_(class)|(class [contraction] + English)|YELLOW
23078|English_(language)|(language + England [contraction])|YELLOW
23079|evidence|(fact + judgement,law_(in_combinations))|YELLOW
23080|expensive|(price + big + description indicator) Preferred NEW SYNONYM, replacing 14129|GREEN
23081|just,fair|(judgement + equal + description indicator)|GREEN
23082|fine_(penalty)|(money + after + guilt)|YELLOW
23083|flatfish|(fish + low)|YELLOW
23084|flax|(material + stalk + cloth: textile fibre made from the stalk of the flax plant)|YELLOW
23085|floor,storey,level,etage|(building_with_storey + pointer) - Character (superimposed - pointer)|YELLOW
23086|floor_(42nd)|(storey + 42) Use appropriate number for other floors.|YELLOW
23087|floor_(first)|(storey + one) Use appropriate number for other floors.|YELLOW
23088|florist|(store + flower)|YELLOW
23089|foundation_(building)|(building_with_foundation + pointer (to foundation)) - Character (superimposed - pointer)|YELLOW
23090|fuel_gauge|(gauge + gasoline + thing indicator)|YELLOW
23091|garden_centre|(store + garden)|YELLOW
23092|gauge,gage,meter|(scale,measurement + thing indicator) - (character with thing indicator)|YELLOW
23093|geography|(body of learning + earth)|YELLOW
23094|geography_(class)|(class [contraction] + geography [contraction])|YELLOW
23095|geology_(class)|(science + earth: scientific study of the origins, history and structure of the earth)|YELLOW
23096|gift_shop|(store + gift)|YELLOW
23097|goat|(ovine + pictograph of beard) - Character (superimposed)|YELLOW
23098|God_the_father|(God + father)|BLUE
23099|God_the_son|(God + son)|BLUE
23100|gold|(metal [contraction] + ring)|YELLOW
23101|greengrocer|(store + vegetable_(above_ground))|YELLOW
23102|grocery_store,food_store,supermarket|(store + food) Preferred NEW SYNONYM, replacing 14645|YELLOW
23103|gutter,eaves_trough|(container + eaves + thing indicator)|YELLOW
23104|half_an_hour|(30 + minute)|YELLOW
23105|hall|(place + between + room: space between rooms)|YELLOW
23106|handicraft_shop|(store + craft)|YELLOW
23107|handwriting,penmanship_(class)|(knowledge,class_(in_combinations) [contraction] + write + hand)|YELLOW
23108|health_goods_shop|(store + health)|YELLOW
23109|Hebrew_(class)|(knowledge,class_(in_combinations) [contraction] + Hebrew)|YELLOW
23110|Hebrew_(language)|(language + Jewish (Israel [contraction]))|YELLOW
23111|herb,spice_plant|(plant + taste)|YELLOW
23112|history_(class)|(knowledge + past: (class [contraction] + history [contraction])|YELLOW
23113|history_teacher|(person + history (class): teacher [contraction] + history [contraction])|BLUE
23114|Holy_Spirit|(God + fire)|BLUE
23115|Holy_Trinity|(God + three + life)|YELLOW
23116|horizontal|(horizontal-(a) + description indicator)|GREEN
23117|horizontal-(a)|(right angle + pointer to horizontal arm of angle) - Character (superimposed - pointer)|YELLOW
23118|illegal,criminal|(without + law + description indicator)|GREEN
23119|inflation|(value + money + minus: money will be worth less)|YELLOW
23120|innocence|(judgement + positive: in a trial a person who is judged positively is judged not guilty)|YELLOW
23121|innocent,not_guilty|(innocence + description indicator)|GREEN
23122|iron|(metal [contraction] + nail)|YELLOW
23123|iron_age|(past + nail [contraction])|YELLOW
23124|jellyfish|(water creature + pictograph of jellyfish tentacles) - Character (superimposed)|YELLOW
23125|judge|(legal person + above/superior: a person who presides over legal proceedings and hands down a judgement)|BLUE
23126|judge-(to)|(judgement + action indicator)|RED
23127|judgement,law_(in_combinations)|(mind + weight [modification, shorter horizontal line]: the mind weighs something to reach a judgement) - Character (superimposed - modified)|YELLOW
23128|juridical|(judgement + description indicator)|GREEN
23129|jury|(group of + peer + legal [contraction]: a group of persons equal in standing before the law to the person being tried)|YELLOW
23130|justice|(judgement + same/equal)|YELLOW
23131|language_(class)|(class [contraction] + language)|YELLOW
23132|law|(science,body_of_learning + judgement,law_(in_combinations)|YELLOW
23133|law-(a)|(legal [contraction] + paper: judgement put into writing or recorded)|YELLOW
23134|law,The_Law|(judgement + book)|YELLOW
23135|lawyer|(person + law )|BLUE
23136|lawyer_(for_the_defence)|(legal person + to speak + to protect)|BLUE
23137|lead|(metal [contraction] + a weight)|YELLOW
23138|legal|(law + description indicator)|GREEN
23139|legal_aid|(help + legal [contraction])|BLUE
23140|legal_person_(in_combinations)|(person + legal [contraction]) Used in conjunction with a specifier|BLUE
23141|leisure_time|(time + free)|YELLOW
23142|light_meter|(gauge + light + thing indicator)|YELLOW
23143|lighthouse|(tower + lamp + thing indicator)|YELLOW
23144|linen,flax_fabric|(cloth + stalk: fabric woven from flax [contraction] )|YELLOW
23145|liquor_shop,liquor_store|(store + liquor)|YELLOW
23146|lobster|(crab,shellfish_(with_claws) + big)|YELLOW
23147|market|(group of + store + limited time)|YELLOW
23148|math,mathematics_(class)_(1)|(class [contraction] + mathematics [contraction])|YELLOW
23149|mercury|(metal [contraction] + thermometer + thing indicator)|YELLOW
23150|metal_bar|(thing + thing: a combination of rectangular shape + thing) - Character (superimposed)|YELLOW
23151|city,metropolis|(may + many + many + building)|YELLOW
23152|midnight|(hour + 24)|YELLOW
23153|multi_storey_building|(group of + storey)|YELLOW
23154|multi_storey_home|(group of + combination of storey and home)|YELLOW
23155|naming_ceremony|(ceremony + name)|YELLOW
23156|naming_ceremony_(religious)|(religious ceremony + name)|YELLOW
23157|noon|(hour + 12)|YELLOW
23158|notary|(person + paper + legal [contraction]: person working with legal issues)|BLUE
23159|notary_(lawyer)|(legal person + paper: combination of legal person and law)|BLUE
23160|octopus|(water creature + eight + arm)|YELLOW
23161|odometer_(OLD)|(gauge + farness,remoteness,farawayness_(OLD) + thing indicator) SUPERSEDED SYNONYM See odometer 26019|YELLOW
23162|oil_gauge|(gauge + oil + thing indicator)|YELLOW
23163|one_storey_building,bungalow|(one + storey)|YELLOW
23164|one_storey_home|(one + storey + feeling: 1 + combination of storey and home)|YELLOW
23165|peer|(person + same,equal,equality)|BLUE
23166|pencil_case,pencil_box|(container + pen,pencil)|YELLOW
23167|physics_(class)|(knowledge + energy: class [contraction] + physics [contraction])|YELLOW
23168|prawn|(shellfish_(without_claws) + big)|YELLOW
23169|pressure|(enclosure + up and down: the arrows press against the top and bottom of the enclosure) - Character (superimposed)|YELLOW
23170|pressure_gauge|(gauge + pressure + thing indicator)|YELLOW
23171|price_rise|(price + plus)|YELLOW
23172|promote-(to)|(promotion + action indicator)|RED
23173|promotion|(activity + in order to)|YELLOW
23176|prosecutor|(legal person + to accuse)|BLUE
23177|protest,objection,opposition|(to speak + against)|YELLOW
23178|protest,resist-(to)|(protest + action indicator)|RED
23179|protest,resistance|(activity + against)|YELLOW
23180|protractor|(gauge + angle + thing indicator)|YELLOW
23181|psychologist|(person + mind + feeling: person + psychology [contraction]) Preferred NEW SYNONYM, replacing 21587|BLUE
23182|psychologist_(researcher)|(person + psychology: researcher + psychology [contraction]) Preferred NEW SYNONYM, replacing 21586|BLUE
23183|psychology|(body of learning + mind + feeling) Preferred NEW SYNONYM, replacing 21552|YELLOW
23184|psychology_teacher|(teacher,pedagogue,educator_(in_combinations) + mind + feeling: teacher + psychology [contraction]) Preferred NEW SYNONYM, replacing 21588|BLUE
23185|quarter_of_an_hour|(15 + minute)|YELLOW
23186|rain_gauge|(gauge + rain + thing indicator)|YELLOW
23187|reading_(class)|(class [contraction] + reading)|YELLOW
23188|reading_lesson|(lesson + reading)|YELLOW
23189|religion_(class)|(class [contraction] + religion)|YELLOW
23190|religion_(science_of),theology|(body of learning + religion)|YELLOW
23191|religion_teacher|(teacher [contraction] + religion)|BLUE
23192|religious_service|(service + religion)|YELLOW
23193|row_house,attached_houses|(semi-detached_house + semi-detached_house: pictograph of attached houses) - Character (superimposed)|YELLOW
23194|sale|(activity + to sell)|YELLOW
23195|salmon|(fish + jump + river)|YELLOW
23196|sandwich_(open_face)|(bread + spread)|YELLOW
23197|scale_(weighing)|(gauge + weight + thing indicator)|YELLOW
23198|school_(in_combinations)|(house + knowledge: house + to teach [contraction]) Used in conjunction with a specifier.|YELLOW
23199|season|(part of + year)|YELLOW
23200|capture,catch,seize-(to)|(to get + intensity + action indicator)|RED
23201|semi-detached_house|(house + line: the line separating the building into two parts, creating a pictograph of a semi-detached house) - Character (superimposed)|YELLOW
23202|sentence,condemn-(to)|(to say + other + guilty)|RED
23203|service_(work)|(activity + plan)|YELLOW
23204|shellfish_(without_claws)|(pictograph) - Character|YELLOW
23205|sheltered_workshop|(house + protection + work)|YELLOW
23206|shoal,school_(of_fish)|(group of + fish)|YELLOW
23207|shopping_centre,mall,plaza|(group of + store) Preferred NEW SYNONYM, replacing 16961|YELLOW
23208|shopping_mall|(building + shopping centre)|YELLOW
23209|short_time_home|(house + limited time: home [contraction] + limited time)|YELLOW
23210|shrimp|(shellfish_(without_claws) + small)|YELLOW
23211|silk|(material + worm + cloth: textile fibre produced by silk worms)|YELLOW
23212|silk_fabric|(cloth + worm: fabric woven from silk fibre [contraction])|YELLOW
23213|silver|(metal [contraction] + spoon)|YELLOW
23214|size|(measurement + big)|YELLOW
23215|skyscraper|(many + many + many + storey: building with many storeys)|YELLOW
23216|speed|(measurement + fast)|YELLOW
23217|speedometer|(gauge + fast + thing indicator)|YELLOW
23218|sport_lesson|(lesson + sport)|YELLOW
23219|sport_shop|(store + sport)|YELLOW
23220|starfish|(water creature + star) Preferred NEW SYNONYM, replacing 17253|YELLOW
23221|statement|(to write + to say + legal [contraction]: testimony written down or recorded)|YELLOW
23222|stone_age|(past + stone)|YELLOW
23223|store,shop|(public room + business: public room where money is exchanged for goods) - Character (superimposed) Preferred NEW SYNONYM, replacing 17269|YELLOW
23224|support_(oral)|(to speak + in order to)|YELLOW
23225|support_(orally)-(to)|(support (oral) + action indicator)|RED
23226|Swedish_(class)|(class [contraction] + Swedish)|YELLOW
23227|Swedish_(language)|(language + 3 + crown: language + Sweden [contraction])|YELLOW
23228|sweet_shop,candy_store|(store + candy)|YELLOW
23229|synthetic_fabric|(material + chemical product + cloth: textile fibre produced by a chemical process)|YELLOW
23230|tax|(money + leadership: money + to govern [contraction]) - Character (superimposed)|YELLOW
23231|tax_(national,federal)|(tax + country: tax + government [contraction])|YELLOW
23232|tax_(real_estate)|(tax + building)|YELLOW
23233|tax_(sales)|(tax + to sell)|YELLOW
23234|tax_(state,regional)|(tax + province)|YELLOW
23235|testify-(to)|(testimony + action indicator)|RED
23236|testimony|(to say + observation + legal [contraction]: to state under oath what one has observed)|YELLOW
23237|theatre|(building + to see + to hear)|YELLOW
23238|timer|(gauge + time + thing indicator)|YELLOW
23239|tin|(metal [contraction] + cup + past time)|YELLOW
23240|tower|(pictograph) - Character|YELLOW
23241|toy_shop|(store + toy)|YELLOW
23242|trial|(gathering + legal [contraction])|YELLOW
23243|two_storey_building|(two + storey)|YELLOW
23244|unfair,unjust|(without + fair + description indicator)|GREEN
23245|watch_tower,observation_tower|(tower + observation)|YELLOW
23246|water_meter|(gauge + water + thing indicator)|YELLOW
23247|water_tower|(tower + water)|YELLOW
23248|weight_(measurement)|(measurement + weight)|YELLOW
23249|vertical|(vertical-(a) + description indicator)|GREEN
23250|vertical-(a)|(right angle + pointer, to vertical arm of angle) - Character (superimposed - pointer)|YELLOW
23251|witness|(person + observation + legal [contraction]: person + to testify [contraction])|BLUE
23252|workplace|(house + work)|YELLOW
23253|writing_(class)|(class [contraction] + to write)|YELLOW
23401|aboard,on_board|(inside + vehicle + description indicator) Use appropriate specifier.|GREEN
23402|address|(name + place + house) Use appropriate specifier. |YELLOW
23403|anti-virus_program|(computer program + protection)|YELLOW
23404|ashore|(debarkation,disembarkation_(ashore) + description indicator)|GREEN
23405|ATM,cash_machine|(machine + bank card)|YELLOW
23407|attach_(computer)-(to)|(attachment_(computer) + action indicator)|RED
23408|attached_(computer)|(attachment_(computer) + description indicator)|GREEN
23409|attachment,fastening,joint,seam,appendix,annex|(vertical line + plus + vertical line: representing something attached to something else) - Character (sequenced)|YELLOW
23410|attachment_(computer)|(attachment + file)|YELLOW
23411|backspace_(computer)-(to)|(to delete + backwards)|RED
23412|baker|(person + bread)|BLUE
23413|ball_pool|(foundation + many + ball: a partial enclosure containing many balls)|YELLOW
23414|ballet|(action + toe + music)|YELLOW
23415|bank_card,money_card|(card + money)|YELLOW
23416|barrow,garden_cart,wheelbarrow|(wagon + garden)|YELLOW
23417|blackberry|(compound berry + black)|YELLOW
23418|brave,courageous|(courage + description indicator)|GREEN
23419|bricklayer|(person + brick)|BLUE
23420|briefcase|(bag + paper)|YELLOW
23421|Brontosaurus|(dinosaur + big)|YELLOW
23422|brownie,house_elf|(little_person + house)|BLUE
23423|Buddha|(man + Buddhism)|BLUE
23424|Buddhism|(religion + dharma wheel)|YELLOW
23425|buddhist|(dharma wheel + description indicator)|GREEN
23426|buddhist_(person)|(person + dharma wheel: person + buddhist)|BLUE
23427|budget,business_plan|(plan + business)|YELLOW
23428|butcher|(person + meat)|BLUE
23429|car_mechanic|(mechanic + car)|BLUE
23430|car_track|(track + car)|YELLOW
23431|card|(pictograph: horizontally oriented rectangle representing a lying card) - Character|YELLOW
23432|card_game|(play [contraction] + card)|YELLOW
23433|cartographer|(person + cartography)|BLUE
23434|cartography|(body of learning + map)|YELLOW
23435|cartoon,animated_picture|(film + pencil: film on which images are drawn)|YELLOW
23436|casserole|(food + container + oven: a food baked and served in the container in which it was cooked)|YELLOW
23437|castle,palace|(tower [modification] + house [modification] + tower [modification]: pictograph suggests a castle as a combination of house and towers) - Character (superimposed - modified - combined)|YELLOW
23438|castle,palace_(royal)|(castle + crown)|YELLOW
23439|causality|(mind + cause: mental reflection on cause and effect) - Character (superimposed)|YELLOW
23440|chilly|(feeling + coldness,cold + description indicator)|GREEN
23441|civil_engineer|(designer + bridge)|BLUE
23443|clown|(person + face + colour)|BLUE
23444|be_cold-(to)|(to feel + coldness,cold + action indicator)|RED
23445|comedy|(play + up: play + happy [contraction])|YELLOW
23446|community_centre,town_hall,village_hall|(house + gathering)|YELLOW
23447|computer|(machine + digits_(computer)) Preferred NEW SYNONYM, replacing 13394|YELLOW
23448|computer_case|(enclosure + computer)|YELLOW
23449|computer_game_(OLD)|(computer program + to play [contraction]) SUPERSEDED SYNONYM See digital_game,video_game,computer_game 26159|YELLOW
23450|computer_peripheral|(tool + computer)|YELLOW
